Score,White,Black,Hispanic,Asian
20.0,0.873230686390533,0.5955469532636561,0.7471482100571112,0.8917109637188206
20.5,0.8807650251617546,0.6319814696485623,0.762987803128139,0.8948410589980598
21.0,0.883192576997113,0.6421847911227154,0.7676715795569713,0.8965190105359595
21.5,0.8866159506232607,0.654680361930295,0.7748899118942731,0.898326971717636
22.0,0.8884584021369601,0.6615778911564626,0.7778844437878564,0.8994747118487779
22.5,0.89132012693763,0.6705274976873266,0.78287592177937,0.9013166898148145
23.0,0.8933309115412893,0.6768410978184377,0.7866382543265612,0.9028226713124271
23.5,0.8957931059953224,0.6853742344497608,0.791328892944039,0.9042485840811092
24.0,0.8980037343885253,0.6921214146815751,0.7967854019094549,0.9053066830237174
24.5,0.9015931481250783,0.7037956249999999,0.804185660554772,0.9078527572016457
25.0,0.9036884244775377,0.7101482732351446,0.808100332278481,0.9090079834905656
25.5,0.9062288824565824,0.7185914137483786,0.8136045731707316,0.9104066635104742
26.0,0.9078676983324916,0.7249510812236286,0.8165812227074236,0.9113308495491215
26.5,0.9101368601549604,0.7334683032101429,0.821167714987715,0.9133072297780953
27.0,0.9121745818971023,0.7395276193088316,0.8251562386081195,0.915156344447109
27.5,0.9151269136755439,0.7478946082561079,0.8304045286195288,0.9171276236429428
28.0,0.9167856681313005,0.7538411428571428,0.8340373467302455,0.9183288135593215
28.5,0.9193813956516084,0.7620385065885796,0.8388271500259564,0.9202790499390981
29.0,0.9209526880313937,0.767370735337898,0.8423953215349574,0.9216846200905415
29.5,0.9240054675118865,0.7755434902200489,0.8475396499374892,0.924127642777846
30.0,0.9257245849382393,0.7789500463678516,0.8499492066354132,0.9249550841167735
30.5,0.927738844301766,0.7854022763199494,0.8532992867593273,0.9269430546904195
31.0,0.9290410025534207,0.7897030497592294,0.8550850165868045,0.9284688549235777
31.5,0.9313374627270269,0.7963365998026964,0.8590943162633654,0.9311766075949363
32.0,0.9326223099972766,0.7998239506995336,0.861403297952995,0.9324282025187631
32.5,0.9343296997120533,0.805328537414966,0.8647758806544757,0.9337293387901263
33.0,0.9357240485383349,0.8093933310297168,0.8676319352321501,0.9354045729743653
33.5,0.9374488888888894,0.8142170834800987,0.8701313326752225,0.9369929553710428
34.0,0.9387413407821236,0.8188401651112708,0.8726002398081538,0.93810350808555
34.5,0.9404393188854496,0.8234331137943653,0.8753210696920587,0.9397827087442469
35.0,0.9419386849936241,0.8275543761638735,0.8778527093596064,0.9407779804388048
35.5,0.9441152920962207,0.8344289827255279,0.8814663598326364,0.9427065847468943
36.0,0.9448671744754248,0.83656007751938,0.8831745777027031,0.9435214975845407
36.5,0.946967644922273,0.8418478744537149,0.8867414387249628,0.9450227789815816
37.0,0.947861620437957,0.8441613097629571,0.8882165725456129,0.9457315646258501
37.5,0.9498768492543933,0.8503711147948614,0.8922549599644133,0.9474798374879492
38.0,0.9507349309986654,0.8527136325503357,0.893509614522636,0.9480319596183099
38.5,0.952555177070829,0.8584472750865053,0.897178353588627,0.9494870696893365
39.0,0.9532531956587285,0.8608806225339765,0.8983209979209984,0.949913695743784
39.5,0.9547188337393431,0.86493842010772,0.9012539929328627,0.9511416121694625
40.0,0.9552253820293407,0.8666473922902496,0.9022078254683429,0.951415727933837
40.5,0.9562821599137274,0.8692883763837639,0.9039863079509974,0.9519938963090621
41.0,0.9570430719156857,0.8723315294117648,0.9053508371754435,0.9525443094721618
41.5,0.9581510322177048,0.8760745656370658,0.9075344682950907,0.9533299006719251
42.0,0.9586541856447314,0.8775394929302779,0.9086747323873543,0.9536911799236865
42.5,0.9598173568142161,0.8814683049147441,0.9110839086294421,0.9544285566093657
43.0,0.9604919393455713,0.8840087378640776,0.9125083718541351,0.9549052348993289
43.5,0.9615643398355641,0.8875548031496061,0.914679571017526,0.9555524526030695
44.0,0.9622214957819606,0.8893714057507985,0.9159456757471571,0.9561402305825243
44.5,0.9632367584398567,0.892958717105263,0.9184483094400869,0.9569739370683039
45.0,0.9641290605358924,0.8952605925097818,0.9200724601867108,0.9576305701890301
45.5,0.9648867266966825,0.8976461757990865,0.9219340134153161,0.9582394247303423
46.0,0.9656792900403776,0.8999836734693873,0.9235082032358787,0.9589383035855314
46.5,0.966503057584509,0.9023308288610611,0.9251941669073059,0.9596435823754789
47.0,0.9670179145299153,0.9034645355850419,0.9261251676873726,0.9602276095360825
47.5,0.9680356078974721,0.9060608803471789,0.9281589024753955,0.9611410784313725
48.0,0.9684600243859963,0.9072290829145724,0.9290466405543842,0.9616882973462996
48.5,0.9694194949673326,0.9092520592020586,0.9307970461538465,0.9625176244570665
49.0,0.9698891339142813,0.9102644719687086,0.931709056956116,0.9629642712891282
49.5,0.970411639167863,0.9115968791500659,0.9327985475213137,0.9634940397350993
50.0,0.9709144898697547,0.9127562837837833,0.9338219090326714,0.9640270437017994
50.5,0.9715160599963423,0.9142535318559551,0.9351332462442848,0.9647393960430405
51.0,0.9718063821960645,0.9150569122807013,0.9357866094986808,0.9651178608878015
51.5,0.9723382456792422,0.916339856630824,0.9370422999327505,0.9658977115486962
52.0,0.9727397152491574,0.9171633720930228,0.9379072256305385,0.9663335003579098
52.5,0.9732718181818184,0.9181230428360408,0.9391377128953772,0.9670820941646973
53.0,0.9736319083969469,0.9191377911344849,0.9402190307746728,0.9676151186315981
53.5,0.9741259259259263,0.9204830130668712,0.9414098845598845,0.9683146168224297
54.0,0.9745585897935335,0.9217671641791042,0.9423396848662512,0.9689435946099827
54.5,0.9750935318477619,0.9231254823151123,0.9435934855859227,0.9696244882193896
55.0,0.975341658401111,0.9237893495934958,0.9442603787878786,0.97000323902439
55.5,0.975874190954774,0.9255257118927972,0.9455431782945733,0.9706839004975123
56.0,0.9761654718509519,0.9266130546075084,0.9463324026740069,0.9709478330658105
56.5,0.976617319122771,0.9278709677419354,0.9475437650844728,0.971374842255241
57.0,0.9768925444031392,0.9288406914893615,0.9483700449530035,0.9717051503914295
57.5,0.9773326291570802,0.9299792947558769,0.9496386677838288,0.9721454812329626
58.0,0.9775840042149633,0.9305516894977167,0.9503331350892095,0.9723822420004236
58.5,0.9780021567371344,0.9315982325581393,0.95150365535248,0.9726671539122955
59.0,0.9782754794225383,0.9324427762039658,0.9522939823008847,0.9728813492927092
59.5,0.9786623935357066,0.9338933139534883,0.9532811934900539,0.9731547328751936
60.0,0.9789259316427784,0.9348227586206894,0.9540137867647056,0.9733075196408526
60.5,0.979310205908684,0.9365593495934956,0.9551239981140969,0.9735146788990823
61.0,0.9794913435527501,0.9372341563786005,0.9557562200956935,0.9736403899721445
61.5,0.9797750285062714,0.9384074658254467,0.9565123721383338,0.9737712071395018
62.0,0.9800480968858132,0.9394146838156483,0.9572323587710602,0.973949487485101
62.5,0.9803170361726955,0.9404751641137854,0.9580812341932218,0.9741485714285711
63.0,0.9806031434649021,0.9415909395973153,0.9589171915332986,0.9744686167575604
63.5,0.9808850131673451,0.9427074370709381,0.9594828795811514,0.9746929003021145
64.0,0.9811885381253036,0.9439419014084506,0.9604091639871378,0.9750012072951448
64.5,0.9814965984717773,0.9448955688622753,0.961392582417582,0.9753347142108021
65.0,0.981634872176719,0.9455603888213852,0.9619082962138081,0.9754970354685015
65.5,0.9819143540669858,0.9463228677379482,0.9628357102110663,0.9758820443482961
66.0,0.9820884850025421,0.9469661229611043,0.9632240922190198,0.9761198795180719
66.5,0.9823624419204957,0.9477557544757036,0.9640639740566035,0.9764772233063839
67.0,0.9825090341057017,0.9482707253886012,0.9647575120192305,0.9768528526823727
67.5,0.9826460488317144,0.9486704188481678,0.9651900851581505,0.977026323319027
68.0,0.9829370954800748,0.9499517615176154,0.9663006905210292,0.9777005010315353
68.5,0.9830295479009687,0.9502912448700412,0.966694984126984,0.9778835164835162
69.0,0.9831475712347353,0.9507571428571432,0.9671270739549838,0.9781555555555553
69.5,0.9834078306585499,0.9515288352272728,0.9680800794176041,0.978779692307692
70.0,0.9835632212885151,0.9519687319884728,0.9686692048517518,0.9791949999999997
70.5,0.9837010484556531,0.9525179148311307,0.969256074124914,0.9796508259212197
71.0,0.9838449928263988,0.9531399399399401,0.969836783216783,0.9799951093951093
71.5,0.9839560289855072,0.9535445121951222,0.9703443812233283,0.9803314211212515
72.0,0.9840548566413106,0.953933746130031,0.970780216606498,0.9806262532981531
73.0,0.9842804367334728,0.9545779014308425,0.9716884414615956,0.9813551325628823
73.5,0.9845199508901166,0.9555187707641196,0.9725125481139336,0.982244181110718
74.0,0.9846240372670807,0.9557910774410775,0.972879375,0.9824586995355483
74.5,0.9847367012905257,0.9562446551724139,0.9732536507936508,0.9828139222101053
75.0,0.984931215736859,0.9568354723707665,0.9740470008216925,0.9833282462686569
75.5,0.9851026055408971,0.9574707407407407,0.9747446988973705,0.983738100686499
76.0,0.985216013400335,0.957817803030303,0.9751962738301557,0.9841089953271028
76.5,0.9853141740312712,0.958084555984556,0.9755631950573695,0.9843800949742778
77.0,0.985434753984754,0.9584792828685259,0.9760163652802891,0.9847095353535352
78.0,0.9856637738566797,0.9591337552742616,0.9771279807692305,0.985699051315222
78.5,0.9858511219147346,0.9595154525386314,0.97789576185671,0.9862117884356789
79.0,0.9859272623574145,0.9596082774049218,0.9781540041067759,0.9864177301731994
79.5,0.9860277084957133,0.9597547126436784,0.9785375923970431,0.9866664026095059
80.0,0.9860892545598732,0.9598319248826294,0.9788721258134487,0.986901621363853
80.5,0.9861594079480942,0.9599112195121954,0.9792445067264571,0.9871413809990205
81.0,0.9862370062370063,0.9600521850899745,0.9795959490740739,0.9873627322953288
81.5,0.9863784160139253,0.9602191891891894,0.9801509135200972,0.987776740506329
82.0,0.9864419555555557,0.9603168975069252,0.9804550125313282,0.9879955037919826
82.5,0.9865047208352247,0.9604323863636365,0.9807026957637995,0.9881902831760133
83.0,0.9865749418874942,0.9606135294117647,0.9809875825627475,0.9884230813287515
83.5,0.9866475691134413,0.9608079027355624,0.9812582880434781,0.9886088771310994
84.0,0.986748766041461,0.9610971428571429,0.9816070521861776,0.9888255616272011
84.5,0.9868735188047397,0.9614619999999999,0.9821197014925371,0.9891315722469766
85.0,0.9869448257655754,0.9617434482758619,0.9824157407407406,0.9892569850552306
85.5,0.9870161971830984,0.9620960573476701,0.982642472266244,0.9893938748335551
86.0,0.9871668381932531,0.9628934108527131,0.9832088285229201,0.989659202239328
86.5,0.9872583579444771,0.96329437751004,0.983443881118881,0.9897883620689653
87.0,0.9873737846153844,0.9639550847457624,0.9839206319702601,0.98999984939759
87.5,0.9874455808080805,0.9644766519823785,0.9840899239543726,0.990094607087827
88.0,0.9875935462408513,0.9655516587677723,0.9844919517102616,0.9902841038118407
88.5,0.9876699248120296,0.9658560386473428,0.9847145530145529,0.9903771285475791
89.0,0.9878264109985524,0.9668748717948716,0.9850900881057268,0.9905307149161516
89.5,0.987916068759342,0.9674518518518517,0.9852554298642534,0.9906226605504587
90.0,0.9881189558232929,0.9688738636363633,0.9856599514563108,0.9907515717092337
90.5,0.9882344481605349,0.9697508875739643,0.9858906329113925,0.9908011201629325
91.0,0.9883422106179283,0.970232121212121,0.9861478723404256,0.9908578108395322
91.5,0.9884076854334224,0.9705697530864196,0.9862510869565216,0.9908978070175437
92.0,0.98850447761194,0.971203205128205,0.9864231638418077,0.9909468499427259
93.0,0.9886445109780438,0.9725580419580417,0.9867212765957445,0.9910091019417472
93.5,0.9888248062015502,0.9740771653543306,0.9870575757575756,0.9910961021505373
94.0,0.9889832518337406,0.975264347826087,0.9874026415094337,0.9911697503671069
94.5,0.9891127005347593,0.9764834951456309,0.9876473251028804,0.9912228209191757
95.0,0.9893352848101266,0.9781170454545454,0.9880555555555555,0.9913184643510055
95.5,0.9895213627992633,0.9791556962025315,0.9884083798882679,0.9914047916666666
96.0,0.9895917322834645,0.97958,0.9885656626506023,0.9914337004405285
96.5,0.9897915662650603,0.9808967741935484,0.988933088235294,0.9915293010752688
97.0,0.9898444730077123,0.9812758620689656,0.9890108527131781,0.9915499999999999
97.5,0.9899557275541798,0.9819510204081634,0.9892074074074072,0.9916038194444442
98.0,0.9900974025974026,0.9828514285714287,0.9894631578947367,0.9916835748792269
98.5,0.9903301886792453,0.9851454545454548,0.9899117647058823,0.9917632075471698
99.0,0.9905631578947369,0.9865200000000002,0.9903,0.9918717948717949
99.5,0.9907666666666667,0.9882,0.9907999999999999,0.9920545454545456
100.0,0.991,0.0,0.0,0.9921000000000001
