TransRisk Score,Demographic,Good,Bad
31.0,white,0.6709909909909859,0.3290090090090141
31.5,white,0.6564784053156135,0.3435215946843865
32.0,white,0.7130434782608707,0.2869565217391293
32.5,white,0.6826347305389203,0.3173652694610797
33.0,white,0.7136150234741778,0.2863849765258222
33.5,white,0.7616468039003209,0.2383531960996791
34.0,white,0.7128874388254474,0.28711256117455264
34.5,white,0.7643200699606475,0.2356799300393525
35.0,white,0.7239189597822794,0.2760810402177206
35.5,white,0.7169811320754713,0.2830188679245287
36.0,white,0.7956355057505127,0.20436449424948733
36.5,white,0.7862068965517296,0.2137931034482704
37.0,white,0.8165111676562039,0.1834888323437961
37.5,white,0.7927321668909809,0.20726783310901895
38.0,white,0.7898876404494352,0.21011235955056484
38.5,white,0.824891461649783,0.17510853835021697
39.0,white,0.7726666666666682,0.22733333333333186
39.5,white,0.7755102040816217,0.22448979591837825
40.0,white,0.8105004101722758,0.1894995898277242
40.5,white,0.8300479488545512,0.16995205114544876
41.0,white,0.8267066766691662,0.1732933233308338
41.5,white,0.8307692307692314,0.16923076923076866
42.0,white,0.8142857142857144,0.1857142857142856
42.5,white,0.8242009132420072,0.17579908675799286
43.0,white,0.8360539389638029,0.16394606103619713
43.5,white,0.8609062170706022,0.13909378292939778
44.0,white,0.876730388925509,0.12326961107449096
44.5,white,0.8683351468988028,0.13166485310119724
45.0,white,0.8592150170648413,0.14078498293515873
45.5,white,0.8697711128650354,0.1302288871349646
46.0,white,0.8580645161290322,0.14193548387096774
46.5,white,0.8951205832865937,0.10487941671340628
47.0,white,0.905731119442958,0.09426888055704208
47.5,white,0.9098928796471352,0.09010712035286493
48.0,white,0.9318533815178082,0.06814661848219182
48.5,white,0.9137480397281798,0.08625196027182025
49.0,white,0.9150386188096308,0.08496138119036911
49.5,white,0.8954113269946237,0.10458867300537633
50.0,white,0.915356306457007,0.08464369354299295
50.5,white,0.9029192124915169,0.09708078750848326
51.0,white,0.9236111111111096,0.0763888888888904
51.5,white,0.9229332087809472,0.07706679121905291
52.0,white,0.9200968523002389,0.07990314769976115
52.5,white,0.9300048947626058,0.06999510523739416
53.0,white,0.9261744966442956,0.07382550335570426
53.5,white,0.9200968523002391,0.07990314769976102
54.0,white,0.9194524036930892,0.08054759630691066
54.5,white,0.9292149292149329,0.07078507078506703
55.0,white,0.9471471471471478,0.05285285285285224
55.5,white,0.93525949705725,0.06474050294275012
56.0,white,0.9410977242302504,0.05890227576974971
56.5,white,0.9520697167755992,0.04793028322440085
57.0,white,0.933333333333334,0.0666666666666661
57.5,white,0.9339158929546698,0.06608410704533019
58.0,white,0.9479002210293676,0.05209977897063234
58.5,white,0.9482109227871895,0.05178907721281045
59.0,white,0.9373814041745746,0.0626185958254254
59.5,white,0.9609582963620236,0.03904170363797632
60.0,white,0.9554913294797686,0.044508670520231434
60.5,white,0.959359605911328,0.040640394088671934
61.0,white,0.9665907365224001,0.03340926347759998
61.5,white,0.9614636045153738,0.038536395484626174
62.0,white,0.9573643410852676,0.04263565891473253
62.5,white,0.9684134960516876,0.03158650394831242
63.0,white,0.9520697167756028,0.04793028322439719
63.5,white,0.9551630434782588,0.04483695652174125
64.0,white,0.9499999999999996,0.05000000000000026
64.5,white,0.9845938375350168,0.015406162464983162
65.0,white,0.96028880866426,0.03971119133573997
65.5,white,0.9594950026301899,0.04050499736980995
66.0,white,0.9633088725817228,0.03669112741827718
66.5,white,0.9802039592081576,0.019796040791842492
67.0,white,0.9802039592081576,0.019796040791842277
67.5,white,0.9569110240626744,0.043088975937325635
68.0,white,0.9718670076726328,0.02813299232736721
68.5,white,0.9725343320848991,0.027465667915100744
69.0,white,0.9643628509719204,0.03563714902807946
69.5,white,0.976055724858512,0.02394427514148789
70.0,white,0.9847292919944464,0.015270708005553638
70.5,white,0.975652943780435,0.02434705621956501
71.0,white,0.9764453961456068,0.02355460385439323
71.5,white,0.959359605911328,0.040640394088671934
72.0,white,0.9746088740702732,0.0253911259297267
73.0,white,0.9730572255622356,0.02694277443776449
73.5,white,0.9617866004962816,0.03821339950371827
74.0,white,0.9800904977375534,0.019909502262446588
74.5,white,0.9812712826333704,0.01872871736662973
75.0,white,0.9752967597048467,0.02470324029515325
75.5,white,0.9822294022617096,0.017770597738290372
76.0,white,0.976055724858512,0.02394427514148789
76.5,white,0.9808161841646328,0.019183815835367102
77.0,white,0.9748726058689166,0.025127394131083447
78.0,white,0.9834958739684924,0.01650412603150775
78.5,white,0.9756529437804284,0.024347056219571558
79.0,white,0.9797421731123428,0.020257826887657204
79.5,white,0.9810671256454356,0.018932874354564252
80.0,white,0.9845938375350114,0.015406162464988602
80.5,white,0.9822294022617132,0.01777059773828682
81.0,white,0.9844906591469864,0.015509340853013476
81.5,white,0.987204342768514,0.012795657231485902
82.0,white,0.9866125760649082,0.013387423935091848
82.5,white,0.9839533187454446,0.01604668125455544
83.0,white,0.9764453961456092,0.023554603854390788
83.5,white,0.9880823401950144,0.011917659804985714
84.0,white,0.9807524059492568,0.01924759405074317
84.5,white,0.9868158210147816,0.013184178985218507
85.0,white,0.9827586206896588,0.0172413793103412
85.5,white,0.9872043427685142,0.01279565723148579
86.0,white,0.9927248677248692,0.00727513227513088
86.5,white,0.9877026271660126,0.012297372833987352
87.0,white,0.9797421731123352,0.020257826887664757
87.5,white,0.9923058988109148,0.0076941011890850905
88.0,white,0.9847292919944464,0.015270708005553638
88.5,white,0.9795633999071032,0.02043660009289694
89.0,white,0.9861866889912156,0.013813311008784357
89.5,white,0.9889889889889864,0.01101101101101365
90.0,white,0.9873901413832624,0.012609858616737468
90.5,white,0.9785407725321902,0.021459227467809816
91.0,white,0.9725343320848988,0.0274656679151013
91.5,white,0.9827586206896524,0.017241379310347638
92.0,white,0.9852980486500942,0.014701951349905816
93.0,white,0.987570621468926,0.012429378531074065
93.5,white,0.9876764508178362,0.012323549182163829
94.0,white,0.9878318584070775,0.012168141592922344
94.5,white,0.9846956521739132,0.015304347826086806
95.0,white,0.9928741092636576,0.007125890736342289
95.5,white,0.9818581638262772,0.01814183617372267
96.0,white,0.9929321053758832,0.007067894624116833
96.5,white,0.992023205221182,0.007976794778818075
97.0,white,0.984511405237962,0.015488594762038118
97.5,white,0.98379288570827,0.01620711429172994
98.0,white,0.9949471750114836,0.005052824988516447
98.5,white,0.9877026271660168,0.012297372833983132
99.0,white,0.9929891650732916,0.007010834926708287
99.5,white,1.0,0.0
100.0,white,1.0,0.0
0.0,black,0.0,1.0
0.5,black,0.004516430462544874,0.9954835695374552
1.0,black,0.021856629126381314,0.9781433708736188
1.5,black,0.018500797448166264,0.9814992025518338
2.0,black,0.020513150279725226,0.9794868497202748
2.5,black,0.02033530949193644,0.9796646905080636
3.0,black,0.0357583230579539,0.964241676942046
3.5,black,0.02314445331205158,0.9768555466879484
4.0,black,0.012710935787859123,0.9872890642121408
4.5,black,0.019016393442623326,0.9809836065573768
5.0,black,0.031845204286418204,0.9681547957135818
5.5,black,0.04552590266876078,0.9544740973312392
6.0,black,0.03490471414242804,0.965095285857572
6.5,black,0.03140358184090025,0.9685964181590998
7.0,black,0.043204767422613,0.9567952325773871
7.5,black,0.07925465838509507,0.920745341614905
8.0,black,0.039944903581267927,0.960055096418732
8.5,black,0.03732303732303833,0.9626769626769616
9.0,black,0.041432517382608613,0.9585674826173914
9.5,black,0.052387096774194765,0.9476129032258052
10.0,black,0.07859078590786063,0.9214092140921394
10.5,black,0.08144977932325978,0.9185502206767402
11.0,black,0.07218585784087905,0.9278141421591211
11.5,black,0.05449079293498813,0.9455092070650118
12.0,black,0.0756255895244979,0.924374410475502
12.5,black,0.11476775671735275,0.8852322432826473
13.0,black,0.08995834441194901,0.9100416555880512
13.5,black,0.113164920928324,0.8868350790716758
14.0,black,0.12343426973124418,0.8765657302687558
14.5,black,0.139240506329117,0.8607594936708829
15.0,black,0.07662947739283757,0.9233705226071623
15.5,black,0.12972166998012175,0.8702783300198782
16.0,black,0.1381573033707893,0.8618426966292108
16.5,black,0.1786447638603733,0.8213552361396267
17.0,black,0.1553276353276375,0.8446723646723625
17.5,black,0.14146341463414958,0.8585365853658504
18.0,black,0.17426139208813565,0.8257386079118644
18.5,black,0.13217866909754108,0.8678213309024589
19.0,black,0.15000000000000194,0.8499999999999981
19.5,black,0.1780506523407565,0.8219493476592434
20.0,black,0.04734202012406966,0.9526579798759304
20.5,black,0.1301615798922826,0.8698384201077174
21.0,black,0.13300311869382014,0.8669968813061799
21.5,black,0.1526851526851544,0.8473148473148456
22.0,black,0.224334600760462,0.775665399239538
22.5,black,0.21724830988489066,0.7827516901151094
23.0,black,0.25438596491228604,0.7456140350877141
23.5,black,0.1810883140053552,0.8189116859946448
24.0,black,0.23500810372771974,0.7649918962722803
24.5,black,0.21345951629863466,0.7865404837013653
25.0,black,0.2721025505484405,0.7278974494515595
25.5,black,0.3604299630500552,0.6395700369499449
26.0,black,0.281690140845074,0.718309859154926
26.5,black,0.3251240580775613,0.6748759419224387
27.0,black,0.33902535137265866,0.6609746486273413
27.5,black,0.4436143721095781,0.5563856278904219
28.0,black,0.3483260925121435,0.6516739074878566
28.5,black,0.3780013720557988,0.6219986279442011
29.0,black,0.4305291206699727,0.5694708793300273
29.5,black,0.549804393620229,0.45019560637977096
30.0,black,0.462695638960645,0.537304361039355
30.5,black,0.43034944949737697,0.5696505505026229
31.0,black,0.4722264495510608,0.5277735504489393
31.5,black,0.385137044362824,0.6148629556371761
32.0,black,0.4288844257805376,0.5711155742194625
32.5,black,0.445297504798478,0.5547024952015219
33.0,black,0.5586264656616456,0.4413735343383544
33.5,black,0.5252018328605709,0.4747981671394291
34.0,black,0.5639222176251704,0.4360777823748296
34.5,black,0.5092614866490219,0.4907385133509781
35.0,black,0.5631067961165164,0.4368932038834836
35.5,black,0.5160142348754326,0.4839857651245674
36.0,black,0.5547130794416764,0.4452869205583237
36.5,black,0.6195320447609433,0.3804679552390568
37.0,black,0.6574307304785887,0.3425692695214113
37.5,black,0.6703952274422216,0.3296047725577784
38.0,black,0.6551406177962253,0.34485938220377466
38.5,black,0.6072202166065077,0.3927797833934923
39.0,black,0.5688527838319796,0.4311472161680204
39.5,black,0.7618213660245139,0.2381786339754861
40.0,black,0.7137305699481995,0.2862694300518005
40.5,black,0.5784366576819401,0.4215633423180599
41.0,black,0.68684210526317,0.31315789473683003
41.5,black,0.6807511737089147,0.3192488262910853
42.0,black,0.6515569570358822,0.34844304296411777
42.5,black,0.7876990321573414,0.21230096784265864
43.0,black,0.6684397163120639,0.33156028368793605
43.5,black,0.7190082644628242,0.28099173553717605
44.0,black,0.7865949338713324,0.2134050661286676
44.5,black,0.6892138939670901,0.3107861060329099
45.0,black,0.8047846889952124,0.1952153110047876
45.5,black,0.8891063274625002,0.11089367253749982
46.0,black,0.7360406091370673,0.26395939086293274
46.5,black,0.7870563674321464,0.21294363256785365
47.0,black,0.7560392250657714,0.24396077493422866
47.5,black,0.7870563674321861,0.2129436325678139
48.0,black,0.8602055800293583,0.13979441997064168
48.5,black,0.8828259620907509,0.11717403790924895
49.0,black,0.6770874554808309,0.32291254451916906
49.5,black,0.8471910112359282,0.15280898876407178
50.0,black,0.8636884306987539,0.1363115693012461
50.5,black,0.7933130699088285,0.20668693009117145
51.0,black,0.8041051494418497,0.19589485055815026
51.5,black,0.8365384615384444,0.16346153846155564
52.0,black,0.8607983623336581,0.13920163766634186
52.5,black,0.7587583148558847,0.2412416851441153
53.0,black,0.7733333333333579,0.2266666666666421
53.5,black,0.8315044247787485,0.16849557522125147
54.0,black,0.8402505873140155,0.15974941268598453
54.5,black,0.7642163661581292,0.23578363384187084
55.0,black,0.8150498640072505,0.18495013599274945
55.5,black,0.9646569646569964,0.03534303534300354
56.0,black,0.8197879858657222,0.1802120141342778
56.5,black,0.8420441347270438,0.15795586527295624
57.0,black,0.7701593433124296,0.2298406566875704
57.5,black,0.9317269076304896,0.0682730923695104
58.0,black,0.8884026258205678,0.11159737417943216
58.5,black,0.8621621621621597,0.13783783783784032
59.0,black,0.8648111332008044,0.13518886679919562
59.5,black,0.9056210964608106,0.09437890353918944
60.0,black,0.8119599032146632,0.18804009678533684
60.5,black,0.9372114496767964,0.06278855032320374
61.0,black,0.8995568685376641,0.10044313146233587
61.5,black,0.8471910112359827,0.15280898876401727
62.0,black,0.884745762711864,0.115254237288136
62.5,black,0.8543117300481884,0.1456882699518116
63.0,black,0.8828259620907509,0.11717403790924895
63.5,black,0.8294029101856593,0.17059708981434074
64.0,black,0.8721804511278187,0.12781954887218128
64.5,black,0.8197879858657189,0.18021201413428112
65.0,black,0.9482889733840072,0.051711026615992806
65.5,black,0.755615453728706,0.244384546271294
66.0,black,0.9543317662860764,0.0456682337139237
66.5,black,1.0,0.0
67.0,black,0.8950617283951506,0.10493827160484936
67.5,black,0.9452716297786468,0.05472837022135324
68.0,black,1.0,0.0
68.5,black,0.9109947643979796,0.08900523560202045
69.0,black,0.9583843329253176,0.04161566707468245
69.5,black,0.9251925192518894,0.07480748074811061
70.0,black,0.8242894056847514,0.1757105943152486
70.5,black,0.9514978601997583,0.04850213980024154
71.0,black,0.7870563674321508,0.21294363256784896
71.5,black,0.9317269076304896,0.0682730923695104
72.0,black,1.0,0.0
73.0,black,0.8471910112359532,0.1528089887640468
73.5,black,0.7733333333334099,0.2266666666665901
74.0,black,0.9446254071660988,0.05537459283390112
74.5,black,0.9534246575342252,0.04657534246577477
75.0,black,0.8828259620907509,0.11717403790924895
75.5,black,0.9372114496768776,0.06278855032312247
76.0,black,0.9317269076304924,0.06827309236950763
76.5,black,0.9187089061566216,0.0812910938433784
77.0,black,0.9477124183006289,0.052287581699370984
78.0,black,0.8950617283951039,0.1049382716048961
78.5,black,0.8901453957996279,0.10985460420037207
79.0,black,0.9446254071660988,0.05537459283390112
79.5,black,1.0,0.0
80.0,black,0.9583843329253744,0.04161566707462572
80.5,black,0.928608923884482,0.07139107611551809
81.0,black,0.9623893805310068,0.03761061946899314
81.5,black,0.8420441347269965,0.15795586527300354
82.0,black,1.0,0.0
82.5,black,1.0,0.0
83.0,black,1.0,0.0
83.5,black,0.9524807826695052,0.04751921733049469
84.0,black,1.0,0.0
84.5,black,1.0,0.0
85.0,black,1.0,0.0
85.5,black,0.9635584137191676,0.03644158628083227
86.0,black,0.9317269076305827,0.06827309236941714
86.5,black,1.0,0.0
87.0,black,0.9251925192518894,0.07480748074811061
87.5,black,0.8648111332007942,0.13518886679920586
88.0,black,1.0,0.0
88.5,black,0.8875103391232657,0.11248966087673427
89.0,black,0.8901453957996279,0.10985460420037207
89.5,black,0.8973584905660572,0.1026415094339428
90.0,black,0.8950617283950171,0.10493827160498292
90.5,black,0.8242894056846829,0.1757105943153171
91.0,black,1.0,0.0
91.5,black,1.0,0.0
92.0,black,0.9446254071661714,0.05537459283382862
93.0,black,1.0,0.0
93.5,black,1.0,0.0
94.0,black,0.9432860717264124,0.05671392827358745
94.5,black,0.90166305133769,0.09833694866231013
95.0,black,1.0,0.0
95.5,black,1.0,0.0
96.0,black,0.9459029435162832,0.054097056483716884
96.5,black,1.0,0.0
97.0,black,1.0,0.0
97.5,black,1.0,0.0
98.0,black,0.9372114496768368,0.0627885503231631
98.5,black,1.0,0.0
99.0,black,1.0,0.0
99.5,black,1.0,0.0
100.0,black,0.0,1.0
0.0,asian,0.0,1.0
0.5,asian,0.0,1.0
1.0,asian,0.06067961165048834,0.9393203883495116
1.5,asian,0.0,1.0
2.0,asian,0.1046025104602558,0.8953974895397442
2.5,asian,0.0,1.0
3.0,asian,0.02351834430856186,0.9764816556914382
3.5,asian,0.023126734505089026,0.9768732654949108
4.0,asian,0.0877192982456181,0.912280701754382
4.5,asian,0.07288629737609667,0.9271137026239034
5.0,asian,0.04690431519700042,0.9530956848029996
5.5,asian,0.07836990595611652,0.9216300940438836
6.0,asian,0.1742160278745719,0.8257839721254281
6.5,asian,0.2545824847250596,0.7454175152749404
7.0,asian,0.135427952329367,0.8645720476706329
7.5,asian,0.07936507936508305,0.9206349206349168
8.0,asian,0.16297262059974613,0.8370273794002538
8.5,asian,0.0,1.0
9.0,asian,0.1931993817619869,0.8068006182380131
9.5,asian,0.3906250000000115,0.6093749999999885
10.0,asian,0.08223684210526709,0.917763157894733
10.5,asian,0.0755287009063478,0.9244712990936522
11.0,asian,0.13430544896393531,0.8656945510360647
11.5,asian,0.10460251046025587,0.8953974895397441
12.0,asian,0.08833922261484521,0.9116607773851548
12.5,asian,0.18796992481203728,0.8120300751879628
13.0,asian,0.2682926829268392,0.7317073170731607
13.5,asian,0.1256281407035236,0.8743718592964764
14.0,asian,0.06925207756233015,0.9307479224376698
14.5,asian,0.23255813953489224,0.7674418604651078
15.0,asian,0.15197568389058422,0.8480243161094158
15.5,asian,0.13812154696133194,0.8618784530386681
16.0,asian,0.2998909487459224,0.7001090512540776
16.5,asian,0.33156498673741114,0.6684350132625889
17.0,asian,0.35211267605634944,0.6478873239436506
17.5,asian,0.3308128544423562,0.6691871455576438
18.0,asian,0.2673796791443945,0.7326203208556055
18.5,asian,0.4838709677419487,0.5161290322580513
19.0,asian,0.4764292878636042,0.5235707121363958
19.5,asian,0.4617414248021238,0.5382585751978762
20.0,asian,0.3515914137675909,0.6484085862324089
20.5,asian,0.3246753246753362,0.6753246753246638
21.0,asian,0.24449877750612184,0.7555012224938782
21.5,asian,0.3164556962025432,0.6835443037974568
22.0,asian,0.6804733727810748,0.3195266272189252
22.5,asian,0.5605381165919395,0.4394618834080605
23.0,asian,0.6013745704467482,0.39862542955325175
23.5,asian,0.43103448275863465,0.5689655172413653
24.0,asian,0.5790866975513025,0.4209133024486975
24.5,asian,0.5517826825127471,0.4482173174872529
25.0,asian,0.365579302587187,0.634420697412813
25.5,asian,0.7510729613734006,0.24892703862659935
26.0,asian,0.2783964365256235,0.7216035634743765
26.5,asian,0.6109022556391104,0.3890977443608896
27.0,asian,0.5790190735694943,0.4209809264305057
27.5,asian,0.6013745704467482,0.39862542955325175
28.0,asian,0.6461232604373871,0.353876739562613
28.5,asian,0.6046705587990094,0.39532944120099056
29.0,asian,0.5358076319916506,0.4641923680083494
29.5,asian,0.5230125523012653,0.4769874476987347
30.0,asian,0.7365202890494839,0.2634797109505161
30.5,asian,0.5920550038197215,0.4079449961802785
31.0,asian,0.6994584837545236,0.3005415162454764
31.5,asian,0.6149732620320937,0.3850267379679063
32.0,asian,0.7630161579892379,0.23698384201076195
32.5,asian,0.6801776790671976,0.3198223209328024
33.0,asian,0.551044083526694,0.44895591647330607
33.5,asian,0.631313131313141,0.36868686868685896
34.0,asian,0.6888168557536589,0.3111831442463411
34.5,asian,0.6888168557536585,0.3111831442463415
35.0,asian,0.7544439851178246,0.24555601488217535
35.5,asian,0.7290686735653956,0.2709313264346044
36.0,asian,0.7884972170686531,0.21150278293134692
36.5,asian,0.8021390374331608,0.19786096256683905
37.0,asian,0.8450436764147442,0.1549563235852558
37.5,asian,0.7180156657963559,0.2819843342036441
38.0,asian,0.8431703204047273,0.15682967959527272
38.5,asian,0.8186397984886766,0.18136020151132334
39.0,asian,0.8998144712430466,0.1001855287569534
39.5,asian,0.9286775631500791,0.07132243684992101
40.0,asian,0.8389261744966521,0.16107382550334792
40.5,asian,0.8032128514056278,0.19678714859437216
41.0,asian,0.8375401560348879,0.16245984396511204
41.5,asian,0.8979206049149348,0.10207939508506524
42.0,asian,0.8628731343283652,0.1371268656716348
42.5,asian,0.8180367118914643,0.18196328810853568
43.0,asian,0.8373205741626893,0.16267942583731065
43.5,asian,0.9087904824851312,0.09120951751486872
44.0,asian,0.9428097803564046,0.057190219643595386
44.5,asian,0.7987220447284442,0.2012779552715558
45.0,asian,0.8564437194127309,0.14355628058726902
45.5,asian,0.9475218658892136,0.05247813411078639
46.0,asian,0.8498583569405159,0.15014164305948394
46.5,asian,0.9058950784207744,0.09410492157922556
47.0,asian,0.902151283830678,0.09784871616932199
47.5,asian,0.8695652173913071,0.1304347826086929
48.0,asian,0.9136858475894308,0.08631415241056918
48.5,asian,0.8987527512839353,0.10124724871606472
49.0,asian,0.8675078864353392,0.13249211356466095
49.5,asian,0.9085580304806592,0.0914419695193408
50.0,asian,0.9390190013256756,0.06098099867432427
50.5,asian,0.8990053557765931,0.10099464422340687
51.0,asian,0.8707360861759491,0.1292639138240509
51.5,asian,0.8945386064030177,0.10546139359698226
52.0,asian,0.9127968805388208,0.0872031194611792
52.5,asian,0.9180790960451999,0.0819209039548
53.0,asian,0.9067357512953405,0.09326424870465956
53.5,asian,0.8823529411764757,0.11764705882352433
54.0,asian,0.9113300492610872,0.0886699507389127
54.5,asian,0.9762308998302244,0.023769100169775625
55.0,asian,0.9571706683971469,0.04282933160285296
55.5,asian,0.9637188208616804,0.03628117913831952
56.0,asian,0.9611231101511885,0.03887688984881155
56.5,asian,0.9541984732824432,0.04580152671755666
57.0,asian,0.964566929133862,0.03543307086613812
57.5,asian,0.8990719257540636,0.10092807424593643
58.0,asian,0.9779107225034528,0.0220892774965471
58.5,asian,0.9778012684989462,0.02219873150105378
59.0,asian,0.9302325581395358,0.06976744186046424
59.5,asian,0.946745562130183,0.05325443786981698
60.0,asian,0.9583608724388636,0.04163912756113641
60.5,asian,0.9501187648456079,0.049881235154392016
61.0,asian,0.9165613147914082,0.08343868520859178
61.5,asian,0.9968520461699926,0.003147953830007433
62.0,asian,0.9596928982725544,0.04030710172744556
62.5,asian,0.9571706683971469,0.04282933160285296
63.0,asian,0.9547738693467344,0.04522613065326553
63.5,asian,0.9606986899563322,0.03930131004366777
64.0,asian,0.9267335368512932,0.07326646314870666
64.5,asian,0.9933774834437056,0.006622516556294422
65.0,asian,0.9485924112607104,0.051407588739289516
65.5,asian,0.9165613147914072,0.08343868520859266
66.0,asian,0.9610930986567876,0.038906901343212515
66.5,asian,0.9860788863109082,0.013921113689091769
67.0,asian,0.9501187648456032,0.049881235154396915
67.5,asian,0.9111111111111149,0.08888888888888502
68.0,asian,0.9485924112607176,0.05140758873928242
68.5,asian,0.9640102827763474,0.03598971722365263
69.0,asian,0.9782170229931464,0.021782977006853717
69.5,asian,0.9236826165960034,0.07631738340399663
70.0,asian,1.0,0.0
70.5,asian,0.937031484257874,0.06296851574212614
71.0,asian,0.969275786393567,0.030724213606432963
71.5,asian,0.922509225092254,0.07749077490774603
72.0,asian,0.92923516797713,0.07076483202286987
73.0,asian,0.9618297485610426,0.038170251438957366
73.5,asian,0.9933774834437148,0.006622516556285207
74.0,asian,1.0,0.0
74.5,asian,0.9402654867256652,0.05973451327433488
75.0,asian,1.0,0.0
75.5,asian,0.9535655058043137,0.04643449419568635
76.0,asian,0.9954921111945948,0.004507888805405202
76.5,asian,0.97588978185993,0.02411021814006997
77.0,asian,0.9285860865996344,0.07141391340036574
78.0,asian,0.980911983032874,0.01908801696712592
78.5,asian,1.0,0.0
79.0,asian,0.9385665529010296,0.06143344709897025
79.5,asian,0.9461193072482388,0.053880692751761335
80.0,asian,0.9765624999999988,0.023437500000001218
80.5,asian,0.9962049335863359,0.0037950664136640055
81.0,asian,0.9731971920867938,0.026802807913206217
81.5,asian,1.0,0.0
82.0,asian,1.0,0.0
82.5,asian,0.9965831435079712,0.0034168564920288307
83.0,asian,0.9668508287292844,0.033149171270715705
83.5,asian,0.9713090257023328,0.028690974297667208
84.0,asian,0.9815242494226344,0.018475750577365724
84.5,asian,1.0,0.0
85.0,asian,0.9906759906759866,0.00932400932401345
85.5,asian,0.9974533106960976,0.0025466893039024496
86.0,asian,0.9661835748792256,0.03381642512077454
86.5,asian,1.0,0.0
87.0,asian,0.9943181818181792,0.005681818181820786
87.5,asian,1.0,0.0
88.0,asian,1.0,0.0
88.5,asian,0.977653631284918,0.02234636871508211
89.0,asian,0.9958071278826036,0.004192872117396385
89.5,asian,0.9643916913946602,0.03560830860533981
90.0,asian,0.9950248756218883,0.00497512437811165
90.5,asian,0.995575221238936,0.004424778761064063
91.0,asian,1.0,0.0
91.5,asian,1.0,0.0
92.0,asian,0.9928867812685258,0.00711321873147419
93.0,asian,0.9703196347031992,0.029680365296800962
93.5,asian,0.9860788863109032,0.013921113689096655
94.0,asian,0.9658011399620068,0.034198860037993106
94.5,asian,0.9807846277021598,0.019215372297840202
95.0,asian,0.977653631284918,0.02234636871508211
95.5,asian,1.0,0.0
96.0,asian,0.993058233706132,0.0069417662938680005
96.5,asian,1.0,0.0
97.0,asian,0.9803921568627479,0.019607843137251942
97.5,asian,0.9951749095295548,0.004825090470445104
98.0,asian,1.0,0.0
98.5,asian,0.9973106230389948,0.002689376961005241
99.0,asian,1.0,0.0
99.5,asian,1.0,0.0
100.0,asian,1.0,0.0
0.0,hispanic,0.0,1.0
0.5,hispanic,0.02061855670103025,0.9793814432989696
1.0,hispanic,0.011167985109352813,0.9888320148906472
1.5,hispanic,0.0,1.0
